"MaxAcknowledgementDelay","MaxLocalHopCount","RejectSingleLabelRecipientDomains","Banner","RemoteIPRanges","DistinguishedName","SizeEnabled","ServiceDiscoveryFqdn","Enabled","Bindings","BareLinefeedRejectionEnabled","ProxyEnabled","TlsDomainCapabilities","SmtpUtf8Enabled","ProtocolLoggingLevel","MaxInboundConnectionPercentagePerSource","RequireTLS","AdvertiseClientSettings","RejectReservedTopLevelRecipientDomains","ExtendedProtectionPolicy","MessageRateSource","ChunkingEnabled","EnableAuthGSSAPI","MaxMessageSize","TransportRole","MaxInboundConnectionPerSource","DefaultDomain","LiveCredentialEnabled","Comment","RejectReservedSecondLevelRecipientDomains","BinaryMimeEnabled","RequireEHLODomain","PermissionGroups","OrarEnabled","DomainSecureEnabled","AuthTarpitInterval","MaxHopCount","MaxLogonFailures","MaxHeaderSize","EightBitMimeEnabled","ConnectionTimeout","AcceptConsumerMail","LongAddressesEnabled","TlsCertificateName","MaxProtocolErrors","TarpitInterval","SuppressXAnonymousTls","MessageRateLimit","Fqdn","AuthMechanism","PipeliningEnabled","MaxRecipientsPerMessage","Name","MaxInboundConnection","ConnectionInactivityTimeout","EnhancedStatusCodesEnabled","DeliveryStatusNotificationEnabled"
"00:00:30","12","False","","157.52.5.66","CN=Anonymous Known Hosts 2,CN=SMTP Receive Connectors,CN=Protocols,CN=E2016-02,CN=Servers,CN=Exchange Administrative Group (FYDIBOHF23SPDLT),CN=Administrative Groups,CN=CanadaSam Corp,CN=Microsoft Exchange,CN=Services,CN=Configuration,DC=CanadaSam,DC=ca","Enabled",,"True","0.0.0.0:25","False","False","","True","None","2","False","False","False","None","IPAddress","True","False","36","FrontendTransport","20",,"False","","False","True","False","AnonymousUsers, Custom","False","False","00:00:05","60","3","256","True","00:10:00","False","False",,"5","00:00:05","False","Unlimited","E2016-02.CanadaSam.ca","Tls","True","200","Anonymous Known Hosts 2","5000","00:05:00","True","True"
